Time,x-axis,y-axis,z-axis
75.64 s   ,-137.76409912109375 degree/s  ,-80.15521240234375 degree/s   ,Ez: -179.4571990966797 degree/s   
75.68 s   ,-137.81045532226562 degree/s  ,-80.9560317993164 degree/s   ,Ez: -178.98562622070312 degree/s   
75.72 s   ,-138.30096435546875 degree/s  ,-81.9760513305664 degree/s   ,Ez: -177.91510009765625 degree/s   
75.76 s   ,-139.6709442138672 degree/s  ,-83.0603256225586 degree/s   ,Ez: -175.6840057373047 degree/s   
75.8 s   ,-141.7723846435547 degree/s  ,-84.41748809814453 degree/s   ,Ez: -172.75523376464844 degree/s   
75.84 s   ,-145.45603942871094 degree/s  ,-86.10368347167969 degree/s   ,Ez: -168.49729919433594 degree/s   
75.88 s   ,-153.79214477539062 degree/s  ,-87.4619369506836 degree/s   ,Ez: -159.5928192138672 degree/s   
75.92 s   ,-173.95916748046875 degree/s  ,-88.5566635131836 degree/s   ,Ez: -138.92788696289062 degree/s   
75.96000000000001 s   ,125.30404663085938 degree/s  ,-89.05414581298828 degree/s   ,Ez: -77.84455108642578 degree/s   
76.0 s   ,80.9647445678711 degree/s  ,-88.19950866699219 degree/s   ,Ez: -33.17169952392578 degree/s   
76.04 s   ,70.91502380371094 degree/s  ,-86.9901351928711 degree/s   ,Ez: -22.7532901763916 degree/s   
76.08 s   ,67.37737274169922 degree/s  ,-85.68270111083984 degree/s   ,Ez: -18.999881744384766 degree/s   
76.12 s   ,67.30733489990234 degree/s  ,-84.37655639648438 degree/s   ,Ez: -18.742122650146484 degree/s   
76.16 s   ,68.11514282226562 degree/s  ,-83.17251586914062 degree/s   ,Ez: -19.499801635742188 degree/s   
76.2 s   ,69.97708129882812 degree/s  ,-82.24275207519531 degree/s   ,Ez: -21.369569778442383 degree/s   
76.24 s   ,71.68832397460938 degree/s  ,-81.64167022705078 degree/s   ,Ez: -23.342119216918945 degree/s   
76.28 s   ,72.27967071533203 degree/s  ,-81.32594299316406 degree/s   ,Ez: -24.10131072998047 degree/s   
76.32000000000001 s   ,72.57500457763672 degree/s  ,-81.46943664550781 degree/s   ,Ez: -24.26676368713379 degree/s   
76.36 s   ,71.91158294677734 degree/s  ,-81.8287124633789 degree/s   ,Ez: -23.38199806213379 degree/s   
76.4 s   ,71.89820861816406 degree/s  ,-82.22667694091797 degree/s   ,Ez: -23.103174209594727 degree/s   
76.44 s   ,73.78271484375 degree/s  ,-82.6159439086914 degree/s   ,Ez: -24.930038452148438 degree/s   
76.48 s   ,75.522705078125 degree/s  ,-82.93460845947266 degree/s   ,Ez: -26.83603858947754 degree/s   
76.52 s   ,77.27745056152344 degree/s  ,-83.29412841796875 degree/s   ,Ez: -28.762048721313477 degree/s   
76.56 s   ,79.08600616455078 degree/s  ,-83.61155700683594 degree/s   ,Ez: -30.850290298461914 degree/s   
76.60000000000001 s   ,81.84184265136719 degree/s  ,-83.74378967285156 degree/s   ,Ez: -34.1600227355957 degree/s   
76.64 s   ,83.81813049316406 degree/s  ,-83.73690032958984 degree/s   ,Ez: -36.7902946472168 degree/s   
76.68 s   ,85.8901138305664 degree/s  ,-83.68123626708984 degree/s   ,Ez: -39.476783752441406 degree/s   
76.72 s   ,86.98818969726562 degree/s  ,-83.56256866455078 degree/s   ,Ez: -41.19587326049805 degree/s   
76.76 s   ,87.30638885498047 degree/s  ,-83.5163803100586 degree/s   ,Ez: -42.261009216308594 degree/s   
76.8 s   ,87.4397201538086 degree/s  ,-83.46531677246094 degree/s   ,Ez: -43.27437210083008 degree/s   
76.84 s   ,88.09072875976562 degree/s  ,-83.36666870117188 degree/s   ,Ez: -44.5879020690918 degree/s   
76.88 s   ,89.4595947265625 degree/s  ,-83.29766845703125 degree/s   ,Ez: -46.371219635009766 degree/s   
76.92 s   ,90.70765686035156 degree/s  ,-83.1839828491211 degree/s   ,Ez: -47.98727798461914 degree/s   
76.96000000000001 s   ,92.95014190673828 degree/s  ,-83.05120849609375 degree/s   ,Ez: -50.581642150878906 degree/s   
77.0 s   ,95.42727661132812 degree/s  ,-82.99701690673828 degree/s   ,Ez: -53.49943161010742 degree/s   
77.04 s   ,98.34656524658203 degree/s  ,-83.02489471435547 degree/s   ,Ez: -56.87553405761719 degree/s   
77.08 s   ,102.15481567382812 degree/s  ,-83.20533752441406 degree/s   ,Ez: -61.14730453491211 degree/s   
77.12 s   ,106.09989929199219 degree/s  ,-83.5572738647461 degree/s   ,Ez: -65.42367553710938 degree/s   
77.16 s   ,111.09510040283203 degree/s  ,-83.87605285644531 degree/s   ,Ez: -70.57759094238281 degree/s   
77.2 s   ,117.06513214111328 degree/s  ,-84.04512786865234 degree/s   ,Ez: -76.7395248413086 degree/s   
77.24 s   ,123.37852478027344 degree/s  ,-84.24578094482422 degree/s   ,Ez: -83.47097778320312 degree/s   
77.28 s   ,128.4270477294922 degree/s  ,-84.38573455810547 degree/s   ,Ez: -88.92743682861328 degree/s   
77.32000000000001 s   ,130.55328369140625 degree/s  ,-84.43795776367188 degree/s   ,Ez: -91.52655029296875 degree/s   
77.36 s   ,132.52584838867188 degree/s  ,-84.40531158447266 degree/s   ,Ez: -93.88164520263672 degree/s   
77.4 s   ,134.56707763671875 degree/s  ,-84.25846862792969 degree/s   ,Ez: -96.23499298095703 degree/s   
77.44 s   ,139.31552124023438 degree/s  ,-84.25260162353516 degree/s   ,Ez: -101.13262939453125 degree/s   
77.48 s   ,146.26914978027344 degree/s  ,-84.39320373535156 degree/s   ,Ez: -107.69902801513672 degree/s   
77.52 s   ,152.68624877929688 degree/s  ,-84.47521209716797 degree/s   ,Ez: -113.58086395263672 degree/s   
77.56 s   ,160.10218811035156 degree/s  ,-84.13544464111328 degree/s   ,Ez: -120.58106994628906 degree/s   
77.60000000000001 s   ,166.78421020507812 degree/s  ,-83.83203125 degree/s   ,Ez: -127.11784362792969 degree/s   
77.64 s   ,173.36529541015625 degree/s  ,-83.45886993408203 degree/s   ,Ez: -133.9486083984375 degree/s   
77.68 s   ,179.82525634765625 degree/s  ,-83.03465270996094 degree/s   ,Ez: -140.89495849609375 degree/s   
77.72 s   ,-175.02297973632812 degree/s  ,-82.40376281738281 degree/s   ,Ez: -146.5048828125 degree/s   
77.76 s   ,-170.85641479492188 degree/s  ,-81.62533569335938 degree/s   ,Ez: -150.9122314453125 degree/s   
77.8 s   ,-167.78712463378906 degree/s  ,-80.94578552246094 degree/s   ,Ez: -153.97462463378906 degree/s   
77.84 s   ,-165.45347595214844 degree/s  ,-80.20350646972656 degree/s   ,Ez: -156.21469116210938 degree/s   
77.88 s   ,-163.66009521484375 degree/s  ,-79.43814849853516 degree/s   ,Ez: -158.06524658203125 degree/s   
77.92 s   ,-162.0947723388672 degree/s  ,-78.78736877441406 degree/s   ,Ez: -159.9921875 degree/s   
77.96000000000001 s   ,-160.8235321044922 degree/s  ,-78.21666717529297 degree/s   ,Ez: -161.78855895996094 degree/s   
78.0 s   ,-160.16513061523438 degree/s  ,-77.6629638671875 degree/s   ,Ez: -162.96702575683594 degree/s   
78.04 s   ,-159.3274383544922 degree/s  ,-77.14459991455078 degree/s   ,Ez: -163.98284912109375 degree/s   
78.08 s   ,-158.56918334960938 degree/s  ,-76.65025329589844 degree/s   ,Ez: -164.71121215820312 degree/s   
78.12 s   ,-158.19482421875 degree/s  ,-76.21114349365234 degree/s   ,Ez: -165.120849609375 degree/s   
78.16 s   ,-157.43089294433594 degree/s  ,-75.87316131591797 degree/s   ,Ez: -165.87203979492188 degree/s   
78.2 s   ,-156.50794982910156 degree/s  ,-75.52033233642578 degree/s   ,Ez: -166.8094024658203 degree/s   
78.24 s   ,-156.29786682128906 degree/s  ,-75.15174865722656 degree/s   ,Ez: -167.30966186523438 degree/s   
78.28 s   ,-156.13348388671875 degree/s  ,-74.90221405029297 degree/s   ,Ez: -167.66229248046875 degree/s   
78.32000000000001 s   ,-156.36402893066406 degree/s  ,-74.7995376586914 degree/s   ,Ez: -167.4136199951172 degree/s   
78.36 s   ,-158.63519287109375 degree/s  ,-74.58291625976562 degree/s   ,Ez: -165.478515625 degree/s   
78.4 s   ,-159.08592224121094 degree/s  ,-74.45211791992188 degree/s   ,Ez: -165.4813690185547 degree/s   
78.44 s   ,-158.46400451660156 degree/s  ,-74.26293182373047 degree/s   ,Ez: -166.56948852539062 degree/s   
78.48 s   ,-157.94668579101562 degree/s  ,-73.92973327636719 degree/s   ,Ez: -167.34295654296875 degree/s   
78.52 s   ,-157.04306030273438 degree/s  ,-73.70195770263672 degree/s   ,Ez: -168.23565673828125 degree/s   
78.56 s   ,-156.29803466796875 degree/s  ,-73.46282958984375 degree/s   ,Ez: -168.9821014404297 degree/s   
78.60000000000001 s   ,-155.7285614013672 degree/s  ,-73.26692962646484 degree/s   ,Ez: -169.64866638183594 degree/s   
78.64 s   ,-155.0279998779297 degree/s  ,-73.06880950927734 degree/s   ,Ez: -170.54672241210938 degree/s   
78.68 s   ,-154.25010681152344 degree/s  ,-72.90029907226562 degree/s   ,Ez: -171.42156982421875 degree/s   
78.72 s   ,-153.44879150390625 degree/s  ,-72.75981140136719 degree/s   ,Ez: -172.27828979492188 degree/s   
78.76 s   ,-152.70143127441406 degree/s  ,-72.6799087524414 degree/s   ,Ez: -173.15724182128906 degree/s   
78.8 s   ,-152.17437744140625 degree/s  ,-72.45735168457031 degree/s   ,Ez: -173.66290283203125 degree/s   
